hd-no.,transcription,region,country,ancient find spot,modern find spot,type of monument,type of inscription,material,lat,long,period from,period to,from_num,to_num
HD066671,------]VE[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.718987271,7.2763211983,1 AD , 300 AD,1.0,300.0
HD066672,------]X / [---]CI OS[---] / [---]I A VIC[---],Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Stone,43.711144,7.2747272,301 AD,Unknown,301.0,350.0
HD066673,------]X L[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.718987271,7.2763211983,1 AD , 400 AD,1.0,400.0
HD066674,------] / [--- H]yacint[hus ---] / [---] S(extus) Ver[---] / [--- I]ngen[uus ---],Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Stone,43.718769416,7.2770364523,151 AD , 400 AD,151.0,400.0
HD066675,------]IDO[---] / [---]AF[---] / [---]VN[------,Alpes Maritimae,France,Cemenelum,Castagniers,Unknown,Unknown,Stone,43.789745,7.2288929999,151 AD , 400 AD,151.0,400.0
HD066676,P(ro) s(alute) d(omus) d(ivinae) / Q(uintus) Eniboudius / Montanus |(centurio) / leg(ionis) III Italicae / ordinatus ex eq(uite) / Rom(ano) ab domino / Imp(eratore) M(arco) Aur(elio) A[nto]n[i]/no Aug(usto) [a]ram posu/it deo Abinio / l(ibens) m(erito),Alpes Maritimae,France,Cemenelum,ChÃ¢teauneuf-Villevieille,altar,votive inscription,Stone,43.808872389,7.2964799709,171 AD , 222 AD,171.0,222.0
HD066677,P(ro) s(alute) d(omus) d(ivinae) / Q(uintus) Eniboudius / Montanus |(centurio) / leg(ionis) III Italicae / ordinatus ex / eq(uite) Rom(ano) ab do/mino Imp(eratore) M(arco) Au/[r]el(io) Antonino Au[g(usto)] / [a]r[am] posuit deo / [---]orevaio l(ibens) m(erito),Alpes Maritimae,France,Cemenelum,ChÃ¢teauneuf-Villevieille,altar,votive inscription,Stone,43.808872389,7.2964799709,171 AD , 222 AD,171.0,222.0
HD066678,C(aius) Vo[---] / miles le[g(ionis) ---] / RICI PLA[---] / BRICI V[---] /cius Ve[---] / Cl(audius) Neptu[---] / C(aius) Vibius [h(eredes) ex testame]/nto facere [curaverunt?],Alpes Maritimae,France,Cemenelum,ChÃ¢teauneuf-Villevieille,Unknown,epitaph,Unknown,43.808771,7.296411,1 AD , 200 AD,1.0,200.0
HD066679,G(aio) Antestio Veloci / Cattuniae M(ani) f(iliae) / Corneliae L(ucio) Antestio / Vero / Antestia G(aii) f(ilia) Polla / parentibus et fratri,Alpes Maritimae,France,Cemenelum,ChÃ¢teauneuf-Villevieille,cupa,epitaph,Stone,43.808872389,7.2964799709,1 AD , 100 AD,1.0,100.0
HD066680,------] / II [---]/CNIO [---]S /TI MO[---]PR / O(---) M[---],Alpes Maritimae,France,Unknown,Clans,Unknown,Unknown,Unknown,43.999931111,7.1552428133,Unknown,Unknown,51.0,175.0
HD066681,Iovi O(ptimo) M(aximo) / ceterisq(ue) diis / deabusq(ue) immort(alibus) / Tib(erius) Cl(audius) Demetrius / dom(o) Nicomed(ia) / v(ir) e(gregius) proc(urator) Augg(ustorum) nn(ostrorum) / item CC episcepseos / chorae inferioris,Alpes Maritimae,France,Cemenelum,Nice,altar,votive inscription,Stone,43.711144,7.2747272,101 AD , 250 AD,101.0,250.0
HD066682,M(arco) Aurelio Masculo / v(iro) e(gregio) / ob eximiam praesidatus / eius integritatem et / egregiam ad omnes homines / mansuetudinem et urgentis / annonae sinceram praebitionem / ac munificentiam et quod aquae / usum vetustate lapsum requi/situm ac repertum saeculi / felicitate cursui pristino / reddiderit / colleg(ia) III / quib(us) ex s(enatus) c(onsulto) c(oire) p(ermissum) est / patrono digniss(imo),Alpes Maritimae,France,Cemenelum,Nice,Unknown,honorific inscription,Unknown,43.719992346,7.275309623,201 AD , 250 AD,201.0,250.0
HD066692,C(aio) Vippio Vip/pi f(ilio) Aberoni / Tertia Vippia / Vippi f(ilia) fratri / h(eres) ex t(estamento),Alpes Maritimae,France,Cemenelum,Tourette-Levens,tabula,epitaph,Unknown,43.757972194,7.2848748353,1 AD , 100 AD,1.0,100.0
HD066693,[Imp(eratori) ---?] / [C]aesari / Augusto,Alpes Maritimae,France,Cemenelum,La Turbie,base,honorific inscription,Unknown,43.745433,7.400734,27 BC , 37 AD,-27.0,37.0
HD066695,------] / [here]des ex test(amento) / L(ucius) Aemilius Banno |(centurio) / Crispus Idzala |(centurio) / Cosconius Gallu[s] / miles,Alpes Maritimae,France,Cemenelum,La Turbie,Unknown,epitaph,Unknown,43.745628899,7.3959310443,1 AD , 100 AD,1.0,100.0
HD066696,------] / [---] M SATIN[---] / IVR,Alpes Maritimae,France,Cemenelum,La Turbie,Unknown,Unknown,Unknown,43.745433,7.400734,1 AD , 300 AD,1.0,300.0
HD066697,Rufinus / velariu[s] / cu[ravit faciendum ?],Alpes Maritimae,France,Unknown,Utelle,stele,epitaph,Stone,43.916985,7.2476937,1 AD , 50 AD,1.0,50.0
HD066698,AVENI M / TI MEDV[---] / [---]RI CL-[---] / [---]N[---],Alpes Maritimae,France,Unknown,Valdeblore,Unknown,Unknown,Unknown,44.065396,7.20262,1 AD , 300 AD,1.0,300.0
HD066699,------] / [---]A[---] / [------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.696036,7.2655919999,1 AD , 300 AD,1.0,300.0
HD066700,------] / [---]DI[---] / [---]ON[---] / [------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.696036,7.2655919999,1 AD , 300 AD,1.0,300.0
HD066701,[---]DIO[---] / [---]ORT[---] / [------,Alpes Maritimae,France,Cemenelum,Nice,tabula,Unknown,Stone,43.696036,7.2655919999,1 AD , 300 AD,1.0,300.0
HD066702,------] / [---]-[---] / [---]DOM[---] / [---]PIP[---] / [------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.696036,7.2655919999,1 AD , 300 AD,1.0,300.0
HD066703,------] / [---]-H[---] / [------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.696036,7.2655919999,1 AD , 300 AD,1.0,300.0
HD066704,[---]IBI-[---],Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.696036,7.2655919999,1 AD , 300 AD,1.0,300.0
HD066705,------] / [---]IT / [------,Alpes Maritimae,France,Cemenelum,Nice,tabula,Unknown,Stone,43.696036,7.2655919999,1 AD , 300 AD,1.0,300.0
HD066706,------] / [---]L BIV[---] / [---]A COIVE[---] / [------],Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.696036,7.2655919999,1 AD , 300 AD,1.0,300.0
HD066707,[---] Marianilla [---],Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Unknown,43.696036,7.2655919999,1 AD , 300 AD,1.0,300.0
HD066708,[---]MI EXEMP[---] / [---]OCTISSIM[---] / [---]IENT[---] / [------] / [------,Alpes Maritimae,France,Cemenelum,Nice,tabula,epitaph,Stone,43.696036,7.2655919999,1 AD , 300 AD,1.0,300.0
HD066709,[D(is)] M(anibus) / [---]ae Paternae / [---] Val(erius) Licinus / [uxori ca]rissimae(?),Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Stone,43.696036,7.2655919999,101 AD , 200 AD,101.0,200.0
HD066710,------] / [---]OME[---] / [---]ASI[---] / [------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.696036,7.2655919999,1 AD , 300 AD,1.0,300.0
HD066711,------] / [---]OSPI[---] / [---]C MI[---] / [---]VM C[---] / [---]NDA[---] / [------,Alpes Maritimae,France,Cemenelum,Nice,tabula,Unknown,Stone,43.696036,7.2655919999,1 AD , 300 AD,1.0,300.0
HD066712,------] / [---]R[---] / [------] / [------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.696036,7.2655919999,1 AD , 300 AD,1.0,300.0
HD066713,------] / [---]T[---] / [------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.696036,7.2655919999,1 AD , 300 AD,1.0,300.0
HD066714,------] / [---]TRIB[---] / [------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Unknown,43.696036,7.2655919999,1 AD , 300 AD,1.0,300.0
HD066715,------] / [---]VI[---] / [---] vixsit(?) a[nnos ---] / [------] / [------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Stone,43.696036,7.2655919999,1 AD , 300 AD,1.0,300.0
HD066716,[---] VLA[---] / [---]IVS [---] / [---]NELO [---] / [------,Alpes Maritimae,France,Cemenelum,Nice,tabula,Unknown,Stone,43.696036,7.2655919999,1 AD , 300 AD,1.0,300.0
HD066717,M VIAIVZ CAI / RVHS RAM AIIID / ILINR MDL CI / I IIL VP / PM,Alpes Maritimae,France,Unknown,Clans,Unknown,Unknown,Unknown,43.9951239,7.1465779999,1 AD , 300 AD,1.0,300.0
HD066718,D(is) M(anibus) / Licinius / Dionysius / Licinio / Placido / filio caris/simo fecit,Alpes Maritimae,France,Cemenelum,Drap,stele,epitaph,Unknown,43.756667682,7.3389167529,1 AD , 250 AD,1.0,250.0
HD066719,Egomoni / Cuntino / vic(us) Cun(tinus) / p(osuit),Alpes Maritimae,France,Cemenelum,L'EscarÃ¨ne,altar,votive inscription,Stone,43.83715,7.361034,1 AD , 200 AD,1.0,200.0
HD066720,Memoriae / Antiochi,Alpes Maritimae,France,Cemenelum,L'EscarÃ¨ne,sarcophagus,epitaph,Stone,43.83715,7.361034,301 AD , 500 AD,301.0,500.0
HD066721,Marti / Ceme/nelo / L(ucius) Vippius / Ligur / v(otum) s(olvit) l(ibens) m(erito),Alpes Maritimae,France,Cemenelum,Falicon,instrumentum sacrum,votive inscription,Combinations,43.7580586,7.2612612,1 AD , 150 AD,1.0,150.0
HD066722,[P(ublio)] Verduccio / Alpino mil(iti) / coh(ortis) I L(igurum) [h]ered(es) / P(ublius) Ver(duccius) P(ubli) [f(ilius)] Patern(us) / fecer(unt),Alpes Maritimae,France,Cemenelum,Falicon,tabula,epitaph,Unknown,43.749318,7.2790019999,69 AD , 117 AD,69.0,117.0
HD066723,Vippia Clementilla mater / Cominiae Marciae filiae pien/&lt;en&gt;tissimae quae inmatura mor/te decepta vix(it) ann(os) XVIIII m(enses) IIII / d(ies) V maerentissimae et Com(inii) / Marcus et Ursulus fratres fecerunt,Alpes Maritimae,France,Cemenelum,Falicon,cupa,epitaph,Stone,43.7545134,7.2635477999,1 AD , 250 AD,1.0,250.0
HD066724,Manulia(?) C(ai) f(ilia) ETMEA/MIIA Eminio / Paterno con/iugi suo bene/merenti mem/oriae fecit q(ui) / vixit / annos / XXXVIIII [menses] XI / [die]s XXV,Alpes Maritimae,France,Cemenelum,Falicon,Unknown,epitaph,Unknown,43.749318,7.2790019999,1 AD , 200 AD,1.0,200.0
HD066726,[Im]p(erator) Caes(ar) / Aug(ustus) [imp(erator) X] / tribun[icia] / potestate [XI] / DCIII,Alpes Maritimae,France,Cemenelum,La Turbie,milestone,milestone,Stone,43.746171158,7.4027878059,13 BC , 12 BC,-13.0,-12.0
HD066727,[Im]p(erator) Antoninus / [P]ius Felix Aug(ustus) / [po]ni curav[it] / DCIII,Alpes Maritimae,France,Cemenelum,La Turbie,milestone,milestone,Stone,43.746171158,7.4027878059,211 AD , 217 AD,211.0,217.0
HD066728,Imp(erator) Ca[es]ar / Au[g]ustus imp(erator) X / tribunicia / potestate XI / [D]CIV,Alpes Maritimae,France,Cemenelum,La Turbie,milestone,milestone,Stone,43.745433,7.400734,13 BC , 12 BC,-13.0,-12.0
HD066729,[Im]p(erator) Caes[ar] / [Au]gustus imp(erator) [X] / [tri]bun[i]cia / po[t]estate XI / [D]CV,Alpes Maritimae,France,Cemenelum,La Turbie,milestone,milestone,Stone,43.747888499,7.3867599999,13 BC , 12 BC,-13.0,-12.0
HD066730,[CCXVII] / Imp(erator) Caesar div[i] / Traiani Parth[ici f(ilius)] / divi Nervae n(epos) Tr[aia]/nus Hadrianus [Aug(ustus)] / pont(ifex) max(imus) trib(unicia) po[t(estate) IX] / co(n)s(ul) III viam Iuliam A[ug(ustam) a] / flum[in]e T[rebia quae] / vetustate intercid[erat] / sua pecunia restituit / DCVI,Alpes Maritimae,France,Cemenelum,La TrinitÃ©,milestone,milestone,Stone,43.742043,7.313963,124 AD , 125 AD,124.0,125.0
HD066731,[Imp(erator)] / [Antoninus] / Pius / Felix Aug(ustus) / [poni curavit] / [DCVI],Alpes Maritimae,France,Cemenelum,La TrinitÃ©,milestone,milestone,Stone,43.742043,7.313963,211 AD , 217 AD,211.0,217.0
HD066732,Imp(erator) Ca[esar] / Augustus [imp(erator)] X / tribunicia / potestate [XI] / DCVII,Alpes Maritimae,France,Cemenelum,La TrinitÃ©,milestone,milestone,Stone,43.742043,7.313963,13 BC , 12 BC,-13.0,-12.0
HD066733,[CCXIX] / [Imp(erator) Caesar divi] / [Traiani Parthici f(ilius)] /d[ivi Neruae n(epos) Tra]ianus / Hadrianus [Aug(ustus) pont(ifex)] max(imus) trib(unicia) / pot(estate) IX co(n)s(ul) [III via]m Iuliam / Aug(ustam) a flumine Trebia quae / vetustate interciderat / sua pecunia restituit / DCVIII,Alpes Maritimae,France,Cemenelum,La TrinitÃ©,milestone,milestone,Unknown,43.744781,7.3401939999,124 AD , 125 AD,124.0,125.0
HD066734,[Imp(erator)] / [An]toninus / Pius Felix Aug(ustus) / poni curavit / DCVIII,Alpes Maritimae,France,Cemenelum,La TrinitÃ©,milestone,milestone,Unknown,43.742043,7.313963,211 AD , 217 AD,211.0,217.0
HD066735,Imp(eratori) Caes(ari) Fl/avio Valer/io Constanti/no Au[g(usto) div]i Constan/[t]i pii Augusti fi/lio [et M(arci) Aur(eli)] / [Val(eri) Maximiani] / [Aug(usti) nepoti] / [---],Alpes Maritimae,France,Cemenelum,Nice,milestone,milestone,Unknown,43.696036,7.2655919999,307 AD , 310 AD,307.0,310.0
HD066736,Imp(eratori) Caes(ari) / Fl(avio) [Val(erio)] Const/antino / Aug(usto) / [divi Constanti Aug(usti)] P(ii) f(ilio) et [M(arci)] / [Aur(eli) Val(eri) Maximiani] / [Aug(usti) nepoti] / [---],Alpes Maritimae,France,Cemenelum,Nice,milestone,milestone,Unknown,43.696036,7.2655919999,307 AD , 310 AD,307.0,310.0
HD066737,[Imp(eratori) Caes(ari)] / [Fl(avio) Val(erio)] / [Constan]/[tino] / [Aug(usto) M(arci) Aur(eli) Val(eri)] / [Maximiani] / [Aug(usti)] / [nep]oti divi Co/nstanti / Aug(usti) Pii /[filio] / [---],Alpes Maritimae,France,Vintium,Cagnes-sur-Mer,milestone,milestone,Unknown,43.663739,7.14882,307 AD , 310 AD,307.0,310.0
HD066738,Imp(eratori) Caes(ari) / M(arco) Aurel(io) / Probo Pi[o] / Felici Invicto / Aug(usto) / p(atri) p(atriae) // Imp(eratori) Caes(ari) Fla(vio) Val(erio) / Constantio et / Imp(eratori) Caes(ari) Gal(erio) Val(erio) / Maximiano PP(iis) FF(elicibus) / Invictis Augg(ustis) et / Fla(vio) Val(erio) [[S]]ev[[ero]] et / Gale(rio) Val(erio) Maximino / nobb(ilissimis) Caess(aribus),Alpes Maritimae,France,Vintium,Vence,milestone,milestone,Stone,43.7113091,7.1287542,276 AD , 282 AD,276.0,282.0
HD066739,Imp(erator) Caes(ar) / C(aius) [Iu]lius Verus / Maximinus / Pius Felix [I]n/v[i]ctus Au[g(ustus)] p(ontifex) max(imus) trib(unicia) [pot(estate) II] / [p(ater) p(atriae)] proc(onsul) co(n)s(ul) [design]/[a]t(u)[s rest]/ituit [---] / [------,Alpes Maritimae,France,Vintium,Vence,milestone,milestone,Stone,43.722566,7.113784,235 AD , 236 AD,235.0,236.0
HD066740,Imp(erator) Caes(ar) / C(aius) Iulius Verus / Maximinus / Pius Felix Inv[i]/ctus Aug(ustus) pon[t](ifex) / max(imus) p(ater) p(atriae) trib(unicia) po(estate) [II] / proc(onsul) co(n)s(ul) desig/natus resti[tu]/[it] [---] / [------,Alpes Maritimae,France,Vintium,Vence,milestone,milestone,Stone,43.722566,7.113784,235 AD , 236 AD,235.0,236.0
HD066741,[---]M[---]C[---] / [---]RAS[---] / [---]EL MAX V[---]I[---] / [---]FN[5]AX[---] / [---]V[4]SS[5]NN[---] / [------,Alpes Maritimae,France,Vintium,Vence,milestone,milestone,Unknown,43.722566,7.113784,1 AD , 300 AD,1.0,300.0
HD066742,Imp(erator) Caes(ar) M(arcus) Aurel(ius) / Antoninus Aug{g}(ustus) Piu[s] / [F](elix) Parthic(us) m(aximus) Brit/an(n)ic(us) m(aximus) trib(unicia) po/te[s]t(ate) XVI co(n)s(ul) IIII / p(ater) p(atriae) proco(n)s(ul) viam / vetustat(e) col[la]/bs(am) rest(ituit) [c]u[ram age]/nte Iulio Ho[no]/ [r]at[o] p(rocuratore) Aug(usti) e[x pr]/[imipil(o)] / [XI],Alpes Maritimae,France,Vintium,GrÃ©oliÃ¨res,milestone,milestone,Stone,43.795384,6.9431769999,212 AD , 213 AD,212.0,213.0
HD066743,[Imp(erator) Ca]es(ar) M(arcus) Aurel(ius) / [Antoni]n[us] Aug(ustus) [P(ius)] / [F(elix) Parthic(us) m(aximus)] B[rit]/[anni]c(us) m(aximus) t[rib(unicia) po]/[test(ate) XVI] co(n)s(ul) IIII / [p(ater) p(atriae) proco](n)s(ul) viam / [vetust]at(e) colla/[bs(am) rest(ituit) cur]am agen/[te Iulio H]ono[r]a/[to p(rocuratore) Aug(usti) ex pr]/[imipil(o)] / [XII?],Alpes Maritimae,France,Vintium,GrÃ©oliÃ¨res,milestone,milestone,Unknown,43.795384,6.9431769999,212 AD , 213 AD,212.0,213.0
HD066744,[Imp(erator) Caes(ar) M(arcus) Aurel(ius)] / [Antoninus Aug{g}(ustus)] / [P(ius) F(elix) Parthic(us) m(aximus) Brit]/[annic(us) m(aximus) trib(unicia) po]/[test(ate) XVI co(n)s(ul) IIII] / [p(ater) p(atriae) proco(n)s(ul) viam] / [vetustate colla]/[bs(am) rest(ituit) curam age]/[nte Iu]li[o Hono]/[r]at[o] p(rocuratore) Aug(usti) ex pr/imipil(o) / XVIII[I],Alpes Maritimae,France,Unknown,Andon,milestone,milestone,Stone,43.772508688,6.7953705306,212 AD , 213 AD,212.0,213.0
HD066745,Imp(erator) Caes(ar) / M(arcus) AureliUs / [A]ntoninus P(ius) / F(elix) Aug(ustus) P{p}a[rth]/[i]c(us) M(aximus) [B]r[i]ta/n(n)ic(us) m(aximus) tribun(icia) / [po]t(estate) XVI c[o(n)s(ul) IIII] p(ater) p(atriae) / [proco(n)s(ul)] vi/a[m v]etu[s]t(ate) col[l]a[bs]/a[m] rest(ituit) c[uram age]/n[t]e [Iul]i[o H]o[no]/rato p(rocuratore) Aug(usti) ex / prim[i]pi[l(o)] / II // DD(ominis) NN(ostris) / [Fl(avio)] Val(erio) C[o]n[st]a/nti[o] / et Galerio / Val(erio) Ma/[x]imia[no] / nobil[iss(imis)] / [C]ae[sa]r(ibus) [no]s[tris] / II,Alpes Maritimae,France,Salinae,Castellane,milestone,milestone,Stone,43.8667162,6.4677838,212 AD , 213 AD,212.0,213.0
HD066746,Imp(eratori) Caes(ari) / M(arco) Aur(elio) / Probo P(io) F(elici) / Inv(icto) Aug(usto) / III co(n)s(uli) p(atri) p(atriae) / II,Alpes Maritimae,France,Salinae,Castellane,milestone,milestone,Stone,43.8667162,6.4677838,279 AD , 280 AD,279.0,280.0
HD066747,------] /[--- tribu]n(icia) po[t(estate) ---] / [------,Alpes Maritimae,France,Brigantio,BrianÃ§onnet,milestone,milestone,Unknown,43.86392,6.7576609999,1 AD , 300 AD,1.0,300.0
HD066748,Imperatori Caesari Divi filio Augusto / pont(ifici) max(imo) imp(eratori) XIIII trib(unicia) pot(estate) XVII / senatus populusque Romanus / quod eius ductu auspiciisque gentes Alpinae omnes quae a mari supero ad inferum pertinebant sub imperium p(opuli) R(omani) sunt redactae / gentes alpinae devictae Trumpilini Camunni Vennonetes Venostes Isarci Breuni Genaunes Focunates / Vindelicorum gentes quattuor Cosuanetes Rucinates Licates Catenates Ambisontes Rugusci Suanetes Calucones / Brixentes Leponti Viberi Nantuates Seduni Veragri Salassi Acitauones Medulli Vcenni Caturiges Brigiani / Sogiontii Brodionti Nemaloni Edenates (V)esubiani Veamini Gallitae Triulatti Ectini / Vergunni Egui(i) Turi Nemeturi Oratelli Nerusi Velauni Suetri,Alpes Maritimae,France,Cemenelum,La Turbie,architectural member,honorific inscription,Stone,43.745433,7.400734,7 BC , 6 BC,-7.0,-6.0
HD066752,Lapideum os(s)u[arium] / Valeria Alpin[a Pub]/lio Valerio Silvi[no] / fratri suo chari[ss(imo)](!) / et pientis(s)imo qu[i] / vixit an(n)os XXVIII et / menses VIII et dies XII,Alpes Maritimae,France,Cemenelum,Falicon,cupa,epitaph,Stone,43.7580586,7.2612612,151 AD , 300 AD,151.0,300.0
HD066753,D(is) [M(anibus)] / Abru(---) Paterna Q(uinti?) f(ilia?) / Ab(r)u(---) Ma(---) Ver(---) Fre/quentianu(m) in con(iugio) / mori(tur?) an(n)o(s) XXX / reliq[ui]t fili(um) Ver(---) Ursu/lu(m) MES VII qui / mori(tur?) bimulus / me(n)s(es) VI dies XVIIII / Abru(---) Pat(e)rna / posuit,Alpes Maritimae,France,Cemenelum,Falicon,altar,epitaph,Stone,43.744818,7.2629329999,151 AD , 300 AD,151.0,300.0
HD066754,Sunni Cognati / [---]ECOMIAICEM[---] / fecer(unt),Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Stone,43.711144,7.2747272,1 AD , 150 AD,1.0,150.0
HD066755,Placidia Prima L(ucio) Anic/io Tertio marito suo / et M(arco) Anicio Alpino / filio suo pientissimo / militi [e]t tric(l)in(iarchae) / coho(rtis) XIIII / urbanae |(centuriae) Q(uinti) / Volusi Severi / [f(aciendum)] c(uravit),Alpes Maritimae,France,Cemenelum,Levens,stele,epitaph,Stone,43.8521606,7.2386219999,51 AD , 200 AD,51.0,200.0
HD066756,Ula[tti]ae / uxoris / pientisse/mae(!) Cr[e]/m[o]n{e}iu/s Secun(---) / p(osuit) d(is) m(anibus),Alpes Maritimae,France,Cemenelum,Levens,Unknown,epitaph,Unknown,43.859184,7.2259599999,1 AD , 230 AD,1.0,230.0
HD066757,------ H]onora[[to]] / [--- curat(ori)] r(ei) p(ublicae) Mar(sorum) / [curat(ori) viae --- iuri]d(ico) Liguri(ae) / [---]IT[---] /[------,Alpes Maritimae,France,Cemenelum,Peille,Unknown,epitaph,Stone,43.803983,7.4095939999,165 AD,Unknown,165.0,186.66666666666666
HD066758,------]RA / [---] Ligur(?) / [------,Alpes Maritimae,France,Cemenelum,Peille,altar,Unknown,Stone,43.826455,7.422325,161 AD,Unknown,161.0,143.33333333333331
HD066759,[M(arcus) Va]lerius M(arci) f(ilius) / [Pos]tumus aed(ilis) IIuir / [vix(it)] ann(os) XXXXIIII / [d(e)] s(uo) f(ecit) / [---]inia C(ai) f(ilia) Quar/[ta co]niugi et filis,Alpes Maritimae,France,Cemenelum,Saint-AndrÃ©-de-la-Roche,Unknown,Unknown,Stone,43.748228,7.286313,51 AD , 100 AD,51.0,100.0
HD066760,------]NEP[---] / [---]REI[---]IN[---] / [---]I IVL[---] / [------] / [---]ELO[---] / [------?],Alpes Maritimae,France,Unknown,S.-Ãtienne-de-TinÃ©e,stele,Unknown,Stone,44.225546135,6.9327391564,1 AD , 300 AD,1.0,300.0
HD066761,Matronis / Vediantiabus / P(ublius) Enistalius P(ublii) f(ilius) / Cl(audia) Paternus / Cemenelensis / optio ad ordine(m) / |(centurio) leg(ionis) XXII / Primigeniae / piae fidelis l(ibens) m(erito),Alpes Maritimae,France,Cemenelum,Tourrette-Levens,altar,votive inscription,Stone,43.787249221,7.2722863378,96 AD,Unknown,96.0,250.0
HD066762,Numinibus Matrum / Vedianteiarum / vot(um) lib(ens) lau(de) red/dit L(ucius) Val(erius) Velox mil(es) leg(ionis) XIIII Gem(inae) M/art(iae) victricis |(centuriae) / Cla(udi) [R]epetini,Alpes Maritimae,France,Cemenelum,Tourrette-Levens,altar,votive inscription,Stone,43.7878,7.27228,61 AD,Unknown,61.0,200.0
HD066764,D(is) M(anibus) / M(arco) Nemunio M(arci) f(ilio) / Cupito dec(urioni) IIvir(o) / muner(ario) flam(ini) civit(atis) / M(arcus) Nemunius NI[--]NIS(?) / patri s(ua) p(ecunia) p(osuit),Alpes Maritimae,France,Cemenelum,Tourrette-Levens,tabula,epitaph,Stone,43.7878,7.27228,71 AD , 150 AD,71.0,150.0
HD066765,Q(uinto) Albiccio / Pudenti / Q(uintus) Albicci/us Pudentianus / patri / dulcis(si)/mo fecit,Alpes Maritimae,France,Cemenelum,Tourrette-Levens,urn,epitaph,Stone,43.7878,7.27228,51 AD , 100 AD,51.0,100.0
HD066766,[C]orisius Mat(ernus) / M(arcus) Centonius / v(iro) o(ptimo) p(osuit) h(ic) s(itus est),Alpes Maritimae,France,Cemenelum,Tourrette-Levens,stele,epitaph,Stone,43.7878,7.27228,1 AD , 50 AD,1.0,50.0
HD066767,Marcia Verina / Mettiae Fuscinae / matri pi/entissimae posuit,Alpes Maritimae,France,Cemenelum,Tourrette-Levens,Unknown,epitaph,Stone,43.7878,7.27228,51 AD , 100 AD,51.0,100.0
HD066768,Mocciae / Paternae / Q(uinti) Albi[cc](i) Pu/dentian[i] / filiae vivae / fecit,Alpes Maritimae,France,Cemenelum,Tourette-Levens,sarcophagus,epitaph,Stone,43.757972194,7.2848748353,51 AD , 100 AD,51.0,100.0
